Company,ReviewID,Rating,Review_Text
Boulder Medical Center,1f1pv00ucu40q800,3.0,"The lack of unity and clear vision keeps this organization stagnant. Co workers were wonderful! Flexible to accommodate, if you have a day time appt. Management, while they were supportive in certain situations,  lacked employee relations and conflict resolution skills.  Often felt reprimanded for speaking up to assist with changes or offer solutions. Pay range is on the lower end.  Otherwise, if you need short term place to work, and you can tolerate the cons, go for it."
Boulder Medical Center,1b6lecij2ak578f9,5.0,"At Boulder Medical Center there are many specialties, therefore an environment that encourages growth. The hardest part of my job as a float, is when I am unable to fill the shoes of the MA I am filling in for. Administration is very supportive."
Boulder Medical Center,1b633b4ahas0pfjf,4.0,I have enjoyed the experiences of the different departments I've had the opportunity to work in. The physicians I have worked with are very knowledgeable and caring individuals.
Boulder Medical Center,1b4h878cgaqiceja,2.0,Amazing coworkers and doctors. Some flows in upper management.
Boulder Medical Center,19efma2l8b84gfr9,3.0,The hardest part of the job was learning the doctor's needs for scheduling. The most enjoyable part of the job was seeing patients who were happy. Most of my co-workers were wonderful. Management could use some communication work. A very busy medical center which is part of what made it enjoyable for me.
Boulder Medical Center,18r44rc2ob84gfv0,4.0,"I worked in the orthopedics deptment and did 90% paperwork.  The people were very nice,but I expected to do much more patient care.  I did move over to the urgent care where I was allowed to do more patient care, but because of the fact that they were staffed with all RN's except for me again I was limited on what I ws allowed to do.  They are very out of date on equipment and pay."
Boulder Medical Center,18qlhdqfmak4gcn7,3.0,It was fine. Not much to tell. Some decent people to work with.
Boulder Medical Center,18k03kek1ak8gfi5,4.0,Large company with a lot of doctors and staff.   Patients love coming to this clinic and they also bring in their other family members because they get one on one care.
Boulder Medical Center,18h45upt5b84gbg0,5.0,learned a lot on the job for multiple providers. Kept busy all the time.
Boulder Medical Center,18gq087cib84g9b6,4.0,the teachers can be up and down patience... people working are hard to along with in the data processing department
Boulder Medical Center,185u3vns8b84gbfv,3.0,Department members work well together.  Manager is always open to try new ways of doing things
Boulder Medical Center,183m01eslb84gfoi,1.0,"There is little or no wiggle room in your job and day to day function. A manager is always reviewing, checking and berating you on your work."
Boulder Medical Center,17v0fgugrb84gf81,3.0,management and benefits were poor. got sick and management did not understand.
Boulder Medical Center,17uvtcppob80gauo,5.0,I was given the freedom to work independently on projects; we all were.  Large reports were run and it was broken up into section and we were all given a piece of the pie.  Clear instructions were given to all of us at one time.  This made working on things much easier as we could all ask questions and get immediate feedback.  We knew what was expected and had once weekly progress meetings.
Boulder Medical Center,16qskptn9adsg9ke,5.0,"Nice people. Fun work-place. Good managers. I see about 28 patients a day, doing heights,weights, vitals, treatments, immunize and give meds.,answer phones all day in between, and re-new medications to pharmacies. i fill out referrals, reqisitions, and help the other staff out. The hardest part of the job is trying to get everyone's needs met at the same time some days.The most enjoyable part of the job is the babies and kids."
Boulder Medical Center,16n8elro000004gl,2.0,was a good place to work worked for one dr assisted her with her pts supervisor was kind of overbearing
Northrop Grumman,1ebfcse9urcsp800,5.0,"An amazing company, understands the military and provides a great culture. I would love to work the rest of my life at the company. They will help you with obtaining your goals and leave you in a good place for retirement."
Northrop Grumman,1f7rakc5fo28m800,5.0,My experience so far has been great. I've worked in a faster-paced program as well as a slower-paced one and both have been enjoyable so far.
Northrop Grumman,1f772cech3obs000,3.0,working at this company is good but the manager and Sr management they doesn't help because i been worked for Northrop grumman for 5 months they changer my shift first and second for fourth time and  then i need help from human resources but still same thing i like to worked and help the company grow and Sr management keep changer my shift because my family i leave company and quit jobs it fun work for company
Northrop Grumman,1f771ospos7es800,5.0,"The senior engineers are really skilled and helpful at teaching less experienced engineers the methods and ideologies behind great engineering projects. The management structure rewards hard work and the PTO structure rewards loyalty. I always felt work life balance was really valued, but sometimes overtime was available on a voluntary basis. I felt it was easy to work with my manger to make a roadmap for my career. I felt a strong loyalty to my team, and a drive to do good work without the “family” culture that cuts into a lot of places and can be kind of uncomfortable at times. I can only speak to my team, but it seems like a group of driven individuals who have a common goal. It’s an exemplary culture."
Northrop Grumman,1f74mgamio1dh800,3.0,"Work life balance is very good. Process management could be more organized. Education and training opportunities are good, especially if you can take advantage of the college tuition program."
Northrop Grumman,1f6vkbvn331ha000,2.0,Good stepping stone if management likes you. You will often be left to figure out your job as the training is non existent. Managers don't know how to do what you do. Only certain groups will be able to grow and advance.
Northrop Grumman,1f6sl066b3obs000,1.0,Management and VPs job hop and play politics to advance their careers while leaving employees at the whims of their decisions. The “mission” and the customer drive the workflow since leadership has no clue how to lead or accomplish anything beyond winning an election (read promotion).
Northrop Grumman,1f6pg0uo03obs000,2.0,"Company prides itself on diversity and inclusion, But fails to back it up. When a program gets cancelled the management side get placed immediately and the employee side gets to fight over scraps or temporary positions. You will work lots of hours. Have zero work life balance. And be nothing but a number to the company. When they decide you are no longer welcome or needed they will find a reason to let you go. Unless your really good at kissing rings or living your life under the radar you will have a hard time staying sane in this company."
Northrop Grumman,1f6opflgm31ha000,3.0,They have various programs at the company so you can always switch between them. Also the work is technically challenging and interesting. 9/80 schedule is a good perk that allows to take care of errands. The pay is good for seasoned employees. Benefits are on par with other defense contractors.
Northrop Grumman,1f6oc0480s7es800,3.0,It's a good company. Manufacturing jobs are just depressing to me though. If you plan on becoming an engineer this is a good place to work. They will pay for your education and will possibly hire you as an engineer when you graduate.
Northrop Grumman,1f6o2cc4io1dh800,1.0,Lack of on the job training. Throw you into deep waters with lil training. Unfair treatment and very stressful environment. Had to seek out help on my own to do my job properly.
Northrop Grumman,1f6l7d492o26r800,2.0,Weird work culture. Engineers really look down on the hard working maintainers and technicians. Be prepared to have a few unfriendly run ins with security and or management there.
Northrop Grumman,1f6kov4pts7m8800,5.0,"Good co-workers, good management, flexible hours, 9-80 with every other Friday off, sometimes 10-80 allowed with every Friday off, paid overtime when approved, good benefits, Melbourne Florida is on the beach."
Northrop Grumman,1f6ihh9t0o2as800,5.0,Great place to work. Always had support from managers and co-workers. Programs in Sierra Vista provided the opportunity to gain experience in domestic and foreign business activities.
Northrop Grumman,1f6ib8ucio2cr800,1.0,"As a senior software engineer you can expect to make WELL under the industry average, while working hard and achieving your goals every year, only to have the management give you a ""meets expectations"" grade and keeping you at the same level year after year."
Northrop Grumman,1f6g303r7t4nb800,3.0,"Work flexibility is great!!! However, I often find myself searching for other opportunities elsewhere. Management has its picks and chooses of who they show favor."
Northrop Grumman,1f6fvq9i4t4nb800,1.0,Too much work for one person for a full time job.  Maybe two people.  I started and we lost 2 people in our department of 4 then I was expected to take on work from the 2 people that quit. Very poor management skills.  I found  another job quickly!
Northrop Grumman,1f6e6iqq2o21m800,4.0,The job was okay put the pay was not good I felt I needed to get pay more currency. For that type of work. Put the supervisor was awesome very nice and respectful guy.
Northrop Grumman,1f6dk5cg0u3a7800,4.0,Interesting and important work that challenges you to grow your skill set. You will be part of a team that is providing the best products to our military. Opportunities to be involved in specialized classified projects.
Northrop Grumman,1f602cmlhsa39800,5.0,Best job I ever had. Left for family illness and not able to return. I would go back in a heartbeat if at all possible. The submarine program was great.
Northrop Grumman,1f5s9g8eau4lu800,4.0,I worked for the Baltimore location and it really had a pleasant atmosphere. I really felt wanted and included in every decision made at this location. overall just great place
Northrop Grumman,1ebfcse9urcsp800,5.0,"An amazing company, understands the military and provides a great culture. I would love to work the rest of my life at the company. They will help you with obtaining your goals and leave you in a good place for retirement."
Northrop Grumman,1f40nbv9nu20v800,3.0,Great place to work. Had a great time and met some great people. Had the opportunity to work at multiple sites on both the east and wet coast. Would love to come back.
Northrop Grumman,1f3vud71bu20v800,3.0,"There is good and bad regardless of where you work. If you maintain a positive attitude, show up to work to actually work, then your experience will probably be favorable, however, if you see work as a social club, get involved in office politics, and feel you are super special and therefore entitled preferential treatment, you will probably not have the best experience. Every company is a ""good"" company and every one is ""bad"", at the end of the day your attitude, contributions, and overall work ethic will decide if it's ""good"" or ""bad""."
Northrop Grumman,1f3pj4kpunpee800,4.0,Experience will vary greatly in the organization and team. My team was helpful and friendly.
Northrop Grumman,1f3p4p2tgs7ft800,5.0,"Northrop Grumman is a fabulous place to work, offering a diverse and inclusive culture, state of the art capabilities, and a genuine interest in doing the right thing."
Northrop Grumman,1f3dpmq67u3bc800,5.0,This job really was enjoyable with it being remote and having a tight knit group of coworkers who all worked together to achieve success. I do not have anything negative to say.
Northrop Grumman,1f3bl6dgjo2a8800,5.0,Have to say Northrop will do what i can to keep people after a contract ends. This typically means work is pretty stable. My coworkers and managers are all pretty great.
Northrop Grumman,1f3bbm416o2a8800,2.0,Good work life balance
Northrop Grumman,1f37msjtgo2a8800,3.0,"If you are more traditional in beliefs/values and management style, it is a good place to be long-term. Most programs are sustained and upkept by older systematic approaches but pay is great."
Northrop Grumman,1f34bq6d7him2800,5.0,"I don't have anything negative to say about this company but the medical insurance is too expensive. The day goes by so fast. It is a fun place to work, it is challenging but it's a place where you can absorb so much experience. it could be fast pace or relaxing. People are friendly. Management is  is willing to work with you on getting you into a different position or stepping into the next level if you really want to; you set your goals. They have tuition reimbursement. It is easy to transfer to other areas or other states. They are very flexible with schedules; 9/80 schedule is awesome."
Northrop Grumman,1f33tor432v5r000,2.0,People are very helpful and welcome you. Benefits are good but not the best. Happy to be working but the pay is below what the industry pays. They lowball you and they’re unorganized.
Northrop Grumman,1f30tj8gf3h8b000,1.0,this is a terrible place to work.  i hated every moment of it.  the managers are idiots and it seems to be run by people who don't ccare for humanity.
Northrop Grumman,1f30iulk52v5r000,4.0,A stable and always striving to implement improvements to the organization. A very safety awareness program is in place and is communicated and enforced to the working community to improve ever ones environment.
Northrop Grumman,1f2p199mb2v5r000,4.0,Overall  it has ben a positive experience working at NG.  mgmt support can improve and career advancement can be slow.  i would recommend NG over all and for the most part enjoy working here.
Northrop Grumman,1f2ni681phim2800,4.0,"My company was purchased and absorbed, took forever but got a sweet pay raise for my troubles. They pay well, only wish they would have replaced our old leadership with better"
Northrop Grumman,1f2n0bnd32v5r000,5.0,"Great company to work for. 13 year air force veteran, straight to Northrop after separation and I couldn't be happier. You can work 40 hours a week or over 80, with overtime. The extra money is nice"
Northrop Grumman,1f2m758qt3ki8000,4.0,Long hours pay was great time away from home no room for advancement. Travel was great. Job opportunity wasn’t there. Too many bosses. Plenty of overtime
Northrop Grumman,1f2kq715b2v5r000,5.0,"Great company, hard work pays off. If you work hard and keep track of what you’re doing you can bring that up at your midyear and end of year review and get rewarded for it"
Northrop Grumman,1f2ijdjf72v5r000,5.0,"I've only done an internship with them so far, but it was a great experience although it was remote due to the pandemic. Hoping to work on site soon as a full time employee, we shall see how it goes!"
Northrop Grumman,1f2hkkn91309g000,4.0,"NG provided the rigor necessary to be knowledgeable in common industry practices. You can learn a lot if you work for the “right” manager or organization. Advancement is possible as long as you play the game (know the right ppl and be at least decent at your job). If your aspirations are much higher than middle management, unless you’re one of the “chosen” you’ll need to leave or you’ll be stuck."
Northrop Grumman,1f2b25qml3h8b000,1.0,"Was there for almost 8 years, only got 1 decent pay raise. Overworked and underpaid. I would not recommend. Customer was very demanding on unrealistic expectations."
Northrop Grumman,1ebfcse9urcsp800,5.0,"An amazing company, understands the military and provides a great culture. I would love to work the rest of my life at the company. They will help you with obtaining your goals and leave you in a good place for retirement."
Northrop Grumman,1f24u1el5u1v3800,5.0,Great company to work for!
Northrop Grumman,1f24oufh0u1v3800,4.0,I learned a lot working at Northrop/Grumman and always felt that the work was worthwhile and important. The worst part about the job was complying with often ridiculous government requirements.
Northrop Grumman,1f23pia4f2v5r000,5.0,"Opportunity to be involved with cutting edge work. Growing pains and management causing turnover, but that is to be expected. Supportive immediate manager, flexibility."
Northrop Grumman,1f21hp5jnt45n800,3.0,"Northrop Grumman is such a big place that you can make your own destiny. If you are intentional about getting yourself on a well-run program, you will have a great experience. If you just wait for things to happen, you probably won't be given the best opportunities."
Northrop Grumman,1f20im8dvu40q800,4.0,Enjoyable work experience! I've worked for Northrop for the past fifteen years.  The management and co-workers have all been easy to work with and the situations have all been fair and equitable.
Northrop Grumman,1f200s3jjt4pr800,4.0,Very professional environment. Management was always supportive. Very customer oriented with emphasis on customer satisfaction. My manager went out of her way to help me accomplish goals and be successful.
Northrop Grumman,1f1vjmf5unph7800,3.0,Good company to work for. Handle your business and perform daily job function and you'll be fine. That's all I have to say in regards to northrop grumman
Northrop Grumman,1f1pmfotsnph7800,5.0,The company was always able to respond to any questions about the job specifically. Out going with events for the family. Very compassionate about time off and any family issues. Flexible about the off time schedule. Precise about your Avenue to advance in the work place.
Northrop Grumman,1f1n6te6pt4cq800,5.0,Best company I have ever worked for. I wish I was still working there. My department really worked well as a team and I always knew what was on the agenda. Everything was well thought out and planned.
Northrop Grumman,1f1liu33bt4cq800,5.0,"Great place to work, the infrastructure is second to none I've experienced,  staff owns there work share.  An amazing group to work with, regret having to leave that job."
Northrop Grumman,1f1e01de1n53l800,2.0,"I was really looking forward to working at this company, but within less than a month of my first day they shared with the team I had been hired into that funding, which had been originally allocated late the previous year, had been substantially cut by as much as 50%, and that we were to stop all work and time charging immediately."
Northrop Grumman,1f1d01nr6t4q6800,4.0,"very tiny pay increases, they are quick to punish good workers yet allow riff raff to do as they please.  they don't follow up with promises, ""forgetfulness"" is prudent among requests, etc."
